name,online_order,book_table,rate,votes,location,rest_type,cost2plates,category,grouped_cuisines
hungry queen,Yes,No,3.6,39,HSR,"Takeaway, Delivery",300.0,Delivery,North Indian Cuisine
the mylapore cafe,Yes,No,4.1,119,HSR,Quick Bites,200.0,Delivery,South Indian Cuisine
bangalore food cafe,No,No,3.7,0,Brookefield,Quick Bites,300.0,Delivery,North Indian Cuisine
chillout,No,No,3.7,0,Electronic City,Quick Bites,300.0,Dine-out,Asian Cuisine
smoke - the sizzler house,Yes,No,3.8,95,Bannerghatta Road,Food Court,1100.0,Delivery,Asian Cuisine
sattvic,No,No,3.5,11,Electronic City,Casual Dining,450.0,Delivery,North Indian Cuisine
sfc kabab corner,No,No,3.6,14,Electronic City,Quick Bites,350.0,Delivery,South Indian Cuisine
the pastry house,Yes,No,3.8,60,Electronic City,Bakery,400.0,Delivery,Desserts & Beverages
kasturi grand,No,No,3.7,0,Electronic City,Quick Bites,250.0,Dine-out,South Indian Cuisine
cable car,Yes,Yes,4.3,41,Jayanagar,Casual Dining,1000.0,Buffet,North Indian Cuisine
the spice bazaar,No,Yes,4.2,337,Lavelle Road,"Casual Dining, Bar",1000.0,Buffet,North Indian Cuisine
feastaurant,Yes,No,3.7,27,HSR,Casual Dining,800.0,Dine-out,East Indian Cuisine
lassi shop,Yes,No,3.8,86,Indiranagar,Others,100.0,Delivery,Desserts & Beverages
memories of china - taj mg road bengaluru,No,Yes,4.3,454,MG Road,Others,400.0,Dine-out,Asian Cuisine
chill-um cafe,Yes,Yes,4.1,152,Koramangala 6th Block,Quick Bites,600.0,Delivery,Asian Cuisine
tayabbs,No,No,3.7,70,Ulsoor,Quick Bites,500.0,Dine-out,North Indian Cuisine
yumme,Yes,No,3.7,0,Bannerghatta Road,Quick Bites,250.0,Delivery,Fusion/Contemporary Indian Cuisine
the cake factory,No,No,3.4,4,Rajajinagar,Bakery,300.0,Delivery,Fusion & Miscellaneous
mr. parathewala,Yes,No,3.7,0,Jayanagar,"Takeaway, Delivery",300.0,Delivery,North Indian Cuisine
the bundle co.,Yes,No,4.4,223,MG Road,Quick Bites,700.0,Delivery,Western Cuisine
tiffin box,Yes,No,3.7,0,BTM,"Takeaway, Delivery",200.0,Delivery,North Indian Cuisine
fresh bites,Yes,No,3.3,16,Koramangala 1st Block,Quick Bites,400.0,Delivery,Western Cuisine
tindipotha,No,No,3.7,0,Kammanahalli,Quick Bites,300.0,Dine-out,North Indian Cuisine
pabrai's fresh & naturelle icecreams,Yes,No,4.2,132,Brigade Road,Dessert Parlor,180.0,Desserts,Desserts & Beverages
rural blues,Yes,Yes,4.3,41,Sarjapur Road,"Casual Dining, Bar",400.0,Dine-out,North Indian Cuisine
the local - terrace drinkery,No,No,4.0,41,Koramangala 6th Block,Others,1000.0,Pubs and bars,Western Cuisine
savoury - sea shell restaurant,Yes,Yes,3.9,41,Bannerghatta Road,Casual Dining,900.0,Delivery,North Indian Cuisine
cafe arabica,No,No,3.8,69,Bannerghatta Road,Others,700.0,Desserts,Fast Food & Street Food
f m biryani plaza,No,No,3.7,0,Frazer Town,Quick Bites,200.0,Dine-out,Mughlai & Hyderabadi Cuisine
world of waffles,Yes,No,3.9,182,JP Nagar,Dessert Parlor,400.0,Delivery,Desserts & Beverages
the royal corner - pai viceroy,Yes,Yes,4.2,41,Jayanagar,Casual Dining,900.0,Dine-out,North Indian Cuisine
the wok shop,Yes,No,4.1,271,Koramangala 1st Block,Quick Bites,500.0,Delivery,Asian Cuisine
hyderabad cuisine,No,No,2.8,70,"Varthur Main Road, Whitefield",Casual Dining,650.0,Dine-out,North Indian Cuisine
chels cafe,Yes,No,3.5,20,Cunningham Road,Cafe,500.0,Delivery,Fast Food & Street Food
crawl street,Yes,Yes,4.3,41,Koramangala 5th Block,Bar,400.0,Dine-out,North Indian Cuisine
bib - breakfast in the box,Yes,No,3.8,211,HSR,Delivery,600.0,Delivery,Western Cuisine
laughing llama gastropub,Yes,Yes,4.2,404,Brigade Road,Others,400.0,Delivery,Western Cuisine
bearfoot cafe,Yes,No,4.2,177,Koramangala 6th Block,Cafe,600.0,Delivery,Fusion & Miscellaneous
abbabi chicken,Yes,No,3.8,133,Bellandur,Quick Bites,200.0,Delivery,Fast Food & Street Food
al-taj restaurant,Yes,No,3.3,10,Rajajinagar,Casual Dining,600.0,Delivery,North Indian Cuisine
the yummy tummy,No,No,3.5,13,Bannerghatta Road,Quick Bites,200.0,Dine-out,North Indian Cuisine
oldtown dilli,Yes,Yes,4.1,252,Koramangala 4th Block,Casual Dining,750.0,Delivery,North Indian Cuisine
crazy pizza,Yes,No,3.7,0,Brigade Road,Others,400.0,Dine-out,Western Cuisine
swad 'e' punjab,Yes,No,3.6,51,HSR,Casual Dining,500.0,Dine-out,North Indian Cuisine
chai kraft,Yes,No,4.1,30,Jayanagar,Beverage Shop,100.0,Delivery,Desserts & Beverages
my tea house,Yes,Yes,3.7,0,Banashankari,Casual Dining,800.0,Dine-out,Asian Cuisine
the royal corner - pai viceroy,Yes,Yes,4.2,41,Jayanagar,Casual Dining,900.0,Delivery,North Indian Cuisine
faasos,Yes,No,3.9,109,Vasanth Nagar,Delivery,500.0,Delivery,North Indian Cuisine
localhost,No,No,3.7,0,Whitefield,Quick Bites,100.0,Delivery,Fusion/Contemporary Indian Cuisine
mr manchurian,Yes,No,3.6,199,Marathahalli,Food Court,500.0,Dine-out,Asian Cuisine
frolic,Yes,No,3.9,33,Koramangala 7th Block,Dessert Parlor,200.0,Delivery,Desserts & Beverages
classic shop,Yes,No,3.3,6,Ulsoor,Beverage Shop,150.0,Delivery,Desserts & Beverages
maratha darshan,No,No,4.0,107,Cunningham Road,Quick Bites,400.0,Dine-out,North Indian Cuisine
idly pidly,No,No,3.7,0,Koramangala 1st Block,Quick Bites,200.0,Dine-out,South Indian Cuisine
bozo's yum yums,Yes,No,4.0,90,Frazer Town,"Takeaway, Delivery",650.0,Delivery,Western Cuisine
sangam mess,No,No,4.2,216,Kammanahalli,Others,300.0,Delivery,North Indian Cuisine
sri basaveswara hilige mane,No,No,3.7,0,New BEL Road,Quick Bites,250.0,Dine-out,South Indian Cuisine
tandoor garden,Yes,No,3.6,71,BTM,Quick Bites,350.0,Delivery,North Indian Cuisine
kanti sweets,Yes,No,4.0,183,JP Nagar,Others,400.0,Desserts,Fusion/Contemporary Indian Cuisine
indore eat restaurant,No,No,4.0,72,Koramangala 6th Block,Quick Bites,555.4,Dine-out,South Indian Cuisine
biryani nights,Yes,No,3.5,20,Bannerghatta Road,Quick Bites,400.0,Delivery,North Indian Cuisine
wafl,Yes,No,4.0,41,Bannerghatta Road,Food Court,400.0,Cafes,Fast Food & Street Food
ajantha hotel,Yes,No,3.7,0,Others,Quick Bites,250.0,Dine-out,North Indian Cuisine
get ur fix,Yes,No,3.7,0,Marathahalli,Food Court,300.0,Delivery,Fast Food & Street Food
home treat,Yes,No,3.1,7,Brigade Road,Quick Bites,150.0,Delivery,North Indian Cuisine
hotel fine,Yes,No,3.5,24,Vasanth Nagar,Casual Dining,450.0,Delivery,North Indian Cuisine
food theory,No,No,2.7,56,HSR,Delivery,500.0,Desserts,North Indian Cuisine
naidu hotel,No,No,3.7,0,Electronic City,Quick Bites,200.0,Dine-out,South Indian Cuisine
rock stone ice cream factory,Yes,No,4.0,128,BTM,Dessert Parlor,230.0,Delivery,Desserts & Beverages
freshbakes,Yes,No,3.7,0,Koramangala 1st Block,"Takeaway, Delivery",350.0,Delivery,Desserts & Beverages
pizza hut,Yes,No,3.8,236,Shanti Nagar,Casual Dining,750.0,Delivery,Western Cuisine
little black choux,No,No,4.0,35,Whitefield,Bakery,250.0,Desserts,Fusion & Miscellaneous
five star chicken,No,No,3.6,55,Banashankari,Quick Bites,200.0,Dine-out,Fast Food & Street Food
oh! calcutta,Yes,Yes,4.4,41,Church Street,"Casual Dining, Bar",400.0,Delivery,East Indian Cuisine
sri udupi food hub,Yes,Yes,4.1,176,Jayanagar,Casual Dining,500.0,Dine-out,North Indian Cuisine
carnival de goa,Yes,Yes,4.2,41,Ulsoor,"Casual Dining, Bar",1000.0,Dine-out,West Indian Cuisine
iyengar's bakery,No,No,3.5,11,Koramangala 6th Block,Bakery,200.0,Desserts,Fast Food & Street Food
sapfresh,No,No,3.7,0,Koramangala 4th Block,Delivery,150.0,Delivery,Desserts & Beverages
swasthaa,No,No,3.7,0,Others,Casual Dining,600.0,Dine-out,Asian Cuisine
sugarkiss bake studio,No,No,3.7,0,Whitefield,Bakery,400.0,Desserts,Fusion & Miscellaneous
udupi gokul cafe,No,No,3.8,58,BTM,Quick Bites,300.0,Dine-out,South Indian Cuisine
hunger2eat,Yes,No,3.7,26,BTM,Quick Bites,400.0,Delivery,North Indian Cuisine
donne biryani,No,No,3.2,11,Shanti Nagar,Quick Bites,200.0,Dine-out,Mughlai & Hyderabadi Cuisine
amigos kitchen,Yes,No,3.7,66,Banaswadi,Quick Bites,400.0,Dine-out,North Indian Cuisine
indulge by innerchef,Yes,No,3.1,27,Hennur,Bakery,400.0,Delivery,Desserts & Beverages
punjabi dhaba,Yes,No,3.5,350,Ejipura,Quick Bites,350.0,Delivery,North Indian Cuisine
oye amritsar,Yes,Yes,4.0,41,Koramangala 6th Block,Casual Dining,600.0,Buffet,North Indian Cuisine
thyme & whisk,Yes,No,3.9,74,Jayanagar,Casual Dining,800.0,Delivery,Asian Cuisine
gods own cafe,Yes,No,4.4,384,Koramangala 7th Block,Quick Bites,300.0,Dine-out,South Indian Cuisine
pure & natural,No,No,2.6,30,Malleshwaram,Quick Bites,500.0,Dine-out,Fast Food & Street Food
breakstation,No,No,3.7,0,Old Airport Road,Quick Bites,200.0,Delivery,Fast Food & Street Food
jigarthanda,No,No,3.6,11,BTM,Quick Bites,200.0,Desserts,Fast Food & Street Food
gujrati mess,Yes,No,3.6,18,JP Nagar,Others,200.0,Delivery,West Indian Cuisine
indulge by innerchef,Yes,No,3.6,32,Whitefield,Bakery,400.0,Delivery,Desserts & Beverages
telugu velugu,No,No,3.0,6,Bellandur,Food Court,300.0,Dine-out,South Indian Cuisine
chai point,Yes,No,4.0,113,BTM,Others,250.0,Delivery,Fast Food & Street Food
the cake house,Yes,No,3.7,30,Ulsoor,Bakery,300.0,Delivery,Fast Food & Street Food
the sip shop,Yes,No,3.3,5,Basavanagudi,Quick Bites,200.0,Dine-out,Western Cuisine
bbxr,No,No,3.5,11,Marathahalli,Delivery,400.0,Delivery,Mughlai & Hyderabadi Cuisine
the sweet spot,No,No,4.0,157,Koramangala 6th Block,Dessert Parlor,300.0,Desserts,Desserts & Beverages
kanchanjunga kitchen - the flavour of hills,Yes,No,3.7,0,Koramangala 8th Block,Quick Bites,300.0,Delivery,Asian Cuisine
the kream story,Yes,No,4.1,37,Koramangala 7th Block,Others,500.0,Desserts,Fast Food & Street Food
mavalli tiffin room (mtr),No,No,4.1,41,JP Nagar,Quick Bites,300.0,Dine-out,South Indian Cuisine
the biryani palace,Yes,No,3.0,12,HSR,Quick Bites,500.0,Delivery,South Indian Cuisine
indira canteen,No,No,3.7,0,Brigade Road,Quick Bites,300.0,Dine-out,South Indian Cuisine
alba - jw marriott bengaluru,No,Yes,4.5,41,Lavelle Road,Others,400.0,Dine-out,Western Cuisine
nawab-e-khana,Yes,No,3.2,30,BTM,Quick Bites,500.0,Dine-out,North Indian Cuisine
magic meals,Yes,No,3.7,47,Jayanagar,Others,400.0,Delivery,Fast Food & Street Food
abhiruchi andhra mess,Yes,No,3.2,50,Whitefield,Others,300.0,Dine-out,South Indian Cuisine
the fresh factor,No,No,3.1,14,Koramangala 6th Block,Quick Bites,200.0,Delivery,Fast Food & Street Food
farzi cafe,No,No,4.4,41,Lavelle Road,Others,400.0,Dine-out,Fusion & Miscellaneous
the lantern restaurant & bar - the ritz-carlton...,No,Yes,4.4,424,Residency Road,Others,400.0,Dine-out,Asian Cuisine
new udupi grand,Yes,No,3.7,36,HSR,Quick Bites,250.0,Dine-out,North Indian Cuisine
by 2 coffee,Yes,No,4.0,26,Basavanagudi,Quick Bites,100.0,Delivery,South Indian Cuisine
hodge podge,Yes,No,3.7,0,Whitefield,Others,300.0,Cafes,Desserts & Beverages
golkonda chimney,Yes,Yes,3.5,41,Marathahalli,Casual Dining,850.0,Dine-out,North Indian Cuisine
subz,Yes,Yes,4.2,41,Jayanagar,Casual Dining,1000.0,Buffet,North Indian Cuisine
chopserve,No,No,3.7,19,Koramangala 1st Block,"Takeaway, Delivery",300.0,Delivery,Western Cuisine
new shetty lunch bhavan,No,No,3.7,0,BTM,Quick Bites,300.0,Dine-out,South Indian Cuisine
five star new ambur biryani,No,No,3.7,0,BTM,Quick Bites,300.0,Delivery,North Indian Cuisine
sri ayodhya veg,No,No,3.6,24,Vasanth Nagar,Quick Bites,300.0,Delivery,North Indian Cuisine
ma-arya family restaurant,No,No,3.1,8,BTM,Casual Dining,600.0,Dine-out,North Indian Cuisine
crack that,No,No,3.3,6,Bellandur,Others,500.0,Delivery,Western Cuisine
north indies,Yes,No,3.8,25,Kaggadasapura,Quick Bites,450.0,Dine-out,North Indian Cuisine
thanco's natural ice creams,Yes,No,3.7,54,Electronic City,Dessert Parlor,450.0,Desserts,Desserts & Beverages
omg biriyani,Yes,No,3.4,16,BTM,Quick Bites,600.0,Delivery,South Indian Cuisine
chikeys,No,No,3.0,19,Electronic City,Quick Bites,400.0,Delivery,Fast Food & Street Food
bhukkad,No,No,3.1,7,Bannerghatta Road,Quick Bites,250.0,Delivery,Fast Food & Street Food
ammi's biryani,No,No,2.7,77,Bommanahalli,Quick Bites,500.0,Dine-out,North Indian Cuisine
chai mane,No,No,3.0,8,Koramangala 5th Block,Quick Bites,150.0,Delivery,Fast Food & Street Food
by the blue - grand mercure,No,Yes,4.1,41,Koramangala 3rd Block,Casual Dining,400.0,Buffet,North Indian Cuisine
bengali fun foods,Yes,Yes,3.9,65,BTM,Casual Dining,600.0,Delivery,North Indian Cuisine
sree krishna kafe,Yes,No,4.2,41,Koramangala 5th Block,Quick Bites,200.0,Dine-out,South Indian Cuisine
rajesh restaurant,Yes,Yes,3.5,59,HSR,Casual Dining,700.0,Delivery,North Indian Cuisine
truffles,No,No,4.5,41,St. Marks Road,Cafe,900.0,Cafes,Western Cuisine
bangalore brew works,No,Yes,4.2,41,Residency Road,Others,400.0,Drinks & nightlife,Western Cuisine
a2b - adyar ananda bhavan,No,No,3.6,213,Electronic City,Casual Dining,400.0,Dine-out,North Indian Cuisine
kaati zone,No,No,2.8,26,Malleshwaram,Quick Bites,350.0,Dine-out,Mughlai & Hyderabadi Cuisine
city durbar,Yes,No,3.7,72,Jayanagar,Casual Dining,450.0,Dine-out,North Indian Cuisine
zuiqa taste,No,No,3.7,0,Richmond Road,Quick Bites,300.0,Dine-out,North Indian Cuisine
watson's,Yes,Yes,4.0,41,JP Nagar,Others,400.0,Delivery,Asian Cuisine
kolkata famous kathi rolls,Yes,No,3.6,37,Brookefield,Quick Bites,150.0,Delivery,Asian Cuisine
jars,Yes,No,3.8,28,Vasanth Nagar,Delivery,650.0,Delivery,Desserts & Beverages
vinny's,Yes,No,3.9,218,Brigade Road,Casual Dining,800.0,Delivery,Western Cuisine
sofiya cakes,No,No,3.7,0,Koramangala 5th Block,Delivery,300.0,Delivery,Desserts & Beverages
k v canteen,No,No,3.5,17,Commercial Street,Quick Bites,100.0,Dine-out,South Indian Cuisine
rayalaseema abhiruchulu,No,No,3.7,0,BTM,Quick Bites,250.0,Dine-out,North Indian Cuisine
c kosila kitchen,Yes,No,3.1,8,Ejipura,Quick Bites,300.0,Dine-out,North Indian Cuisine
mayur veg restaurant,No,No,3.7,0,Others,Quick Bites,250.0,Delivery,North Indian Cuisine
beer adda,Yes,Yes,4.2,41,Koramangala 5th Block,Others,1000.0,Delivery,North Indian Cuisine
chavadi,Yes,Yes,4.4,41,Bannerghatta Road,"Casual Dining, Bar",400.0,Drinks & nightlife,North Indian Cuisine
khaja military hotel,Yes,No,3.7,0,HSR,Quick Bites,400.0,Delivery,South Indian Cuisine
aaha andhra,No,No,4.2,41,Indiranagar,Casual Dining,900.0,Dine-out,North Indian Cuisine
rahaman's mess,No,No,3.7,0,Thippasandra,Others,200.0,Dine-out,North Indian Cuisine
home food punjabi dhabha,No,No,3.1,6,Marathahalli,Quick Bites,350.0,Delivery,North Indian Cuisine
cake menu,Yes,No,3.3,23,Electronic City,Bakery,400.0,Delivery,Fusion & Miscellaneous
new punjabi tasty khana,Yes,No,3.0,176,Whitefield,Quick Bites,400.0,Delivery,North Indian Cuisine
cold station,Yes,No,3.8,18,Rajajinagar,Quick Bites,250.0,Delivery,Fast Food & Street Food
knight ryders,Yes,No,3.4,239,BTM,Delivery,400.0,Delivery,North Indian Cuisine
jenisha green view restaurant,Yes,No,3.7,0,Ejipura,Quick Bites,500.0,Dine-out,North Indian Cuisine
jubli biryani,Yes,No,3.6,17,Whitefield,Quick Bites,500.0,Dine-out,Mughlai & Hyderabadi Cuisine
swad family restaurant,No,No,3.7,0,Bannerghatta Road,Casual Dining,650.0,Delivery,North Indian Cuisine
hotel tom's restaurant,Yes,No,4.1,66,Koramangala 6th Block,Casual Dining,1000.0,Delivery,North Indian Cuisine
bluo,No,Yes,4.1,405,Malleshwaram,Others,400.0,Dine-out,North Indian Cuisine
lazio steaks & more,Yes,No,3.9,118,Frazer Town,Casual Dining,1000.0,Delivery,Asian Cuisine
chicken man,Yes,Yes,3.8,72,JP Nagar,Quick Bites,400.0,Delivery,Fast Food & Street Food
tastybites.com,Yes,No,3.7,82,Brookefield,Quick Bites,150.0,Delivery,South Indian Cuisine
kamat minerva,Yes,No,2.6,72,Basavanagudi,Quick Bites,300.0,Delivery,North Indian Cuisine
bakers77,Yes,No,4.0,37,Jayanagar,Others,400.0,Desserts,Fast Food & Street Food
hotel sagar,No,No,3.7,0,Kammanahalli,Quick Bites,200.0,Dine-out,South Indian Cuisine
snack knack,Yes,No,3.0,36,BTM,Quick Bites,200.0,Delivery,North Indian Cuisine
fog city cafe,Yes,No,3.7,0,Indiranagar,Cafe,500.0,Cafes,Western Cuisine
pizza stop,Yes,No,3.9,147,Cunningham Road,Quick Bites,600.0,Dine-out,Western Cuisine
sri sai cafe,Yes,No,3.5,10,Basavanagudi,Quick Bites,200.0,Delivery,South Indian Cuisine
cakezone,No,No,4.1,41,Indiranagar,Bakery,500.0,Delivery,Desserts & Beverages
the bangalore cafe,Yes,Yes,4.2,41,Shanti Nagar,Casual Dining,800.0,Dine-out,North Indian Cuisine
kerala cafe,No,No,3.2,4,Kaggadasapura,Quick Bites,300.0,Dine-out,North Indian Cuisine
sai super sandwich,Yes,No,3.7,0,Banashankari,Quick Bites,200.0,Desserts,Fast Food & Street Food
durga maata hotel,No,No,3.7,0,Ejipura,Quick Bites,200.0,Delivery,North Indian Cuisine
karavali lunch home,No,No,3.3,4,BTM,Quick Bites,200.0,Dine-out,South Indian Cuisine
blue tokai coffee roasters,Yes,No,4.0,78,Koramangala 8th Block,Cafe,400.0,Cafes,Fusion & Miscellaneous
rs shiv sagar express,Yes,No,3.7,0,New BEL Road,Quick Bites,300.0,Dine-out,North Indian Cuisine
saara's grill n spice - ss lumina hotel,No,Yes,4.3,106,Koramangala 7th Block,Casual Dining,1000.0,Buffet,North Indian Cuisine
north chinese centre,Yes,No,3.7,0,Bannerghatta Road,Quick Bites,250.0,Delivery,North Indian Cuisine
the vacationer's cafe,Yes,No,4.1,306,Koramangala 7th Block,Cafe,600.0,Cafes,Western Cuisine
choco cheese,Yes,No,3.7,0,BTM,Dessert Parlor,300.0,Desserts,Desserts & Beverages
h2h night kitchen,No,No,3.7,0,Ejipura,Delivery,300.0,Delivery,Western Cuisine
cafe sandarshini,No,No,3.7,0,Shanti Nagar,Quick Bites,200.0,Dine-out,North Indian Cuisine
the kitchen story,Yes,No,3.3,18,HSR,Delivery,300.0,Delivery,North Indian Cuisine
saara's grill n spice - ss lumina hotel,No,Yes,4.3,104,Koramangala 7th Block,Casual Dining,1000.0,Dine-out,North Indian Cuisine
new oottupura restaurant,Yes,No,3.5,224,New BEL Road,Quick Bites,300.0,Delivery,South Indian Cuisine
navrang kabab korner,Yes,No,3.7,349,Rajajinagar,Casual Dining,600.0,Dine-out,North Indian Cuisine
anjappaar,No,No,3.9,96,Marathahalli,Casual Dining,650.0,Delivery,South Indian Cuisine
biriyani zone,Yes,No,3.9,41,HSR,Casual Dining,800.0,Delivery,North Indian Cuisine
chickpet donne biryani house,Yes,No,3.7,80,Marathahalli,Casual Dining,600.0,Delivery,South Indian Cuisine
cravisthan,Yes,No,3.7,0,Domlur,Quick Bites,500.0,Delivery,North Indian Cuisine
rajdhani thali restaurant,Yes,Yes,3.9,41,JP Nagar,Casual Dining,900.0,Delivery,North Indian Cuisine
biryani dawat,No,No,3.7,0,BTM,Quick Bites,400.0,Dine-out,Mughlai & Hyderabadi Cuisine
koshe kosha,Yes,No,4.0,41,Koramangala 1st Block,Casual Dining,600.0,Dine-out,East Indian Cuisine
shaahi mezbaan restaurant,No,No,3.1,9,BTM,Quick Bites,350.0,Delivery,North Indian Cuisine
agraharaa,No,No,3.7,0,Koramangala 6th Block,Quick Bites,150.0,Dine-out,South Indian Cuisine
totus,Yes,No,3.7,16,BTM,Quick Bites,300.0,Delivery,Asian Cuisine
party spice food hub,No,No,3.7,0,Others,Quick Bites,300.0,Delivery,North Indian Cuisine
cake of the day,No,No,3.2,4,Basavanagudi,Bakery,150.0,Desserts,Fusion & Miscellaneous
eat.fit,Yes,No,4.5,41,Bellandur,Delivery,500.0,Desserts,North Indian Cuisine
bhattara bhojana,Yes,No,3.6,66,Banashankari,Quick Bites,150.0,Delivery,South Indian Cuisine
sanchez,No,No,4.3,41,Lavelle Road,Others,400.0,Dine-out,Fusion & Miscellaneous
y not shawarma,No,No,3.7,0,BTM,Quick Bites,300.0,Dine-out,Fusion & Miscellaneous
sweet chariot,Yes,No,3.5,9,Brigade Road,Bakery,500.0,Desserts,Fast Food & Street Food
lassi top,Yes,No,3.2,7,Koramangala 4th Block,Beverage Shop,200.0,Delivery,Desserts & Beverages
ice - taj mg road bengaluru,No,Yes,4.1,41,MG Road,Others,400.0,Drinks & nightlife,Western Cuisine
hotel nalapaka,No,No,4.3,41,Rajajinagar,Casual Dining,400.0,Dine-out,South Indian Cuisine
the shawarma shop,No,No,3.7,0,Koramangala 4th Block,Quick Bites,250.0,Dine-out,Fusion & Miscellaneous
quality dum biriyani,No,No,3.7,0,Banashankari,Quick Bites,150.0,Dine-out,Mughlai & Hyderabadi Cuisine
kerala mess,No,No,3.2,8,Marathahalli,Others,300.0,Delivery,South Indian Cuisine
friend's cafe,Yes,No,3.9,41,Koramangala 7th Block,Quick Bites,600.0,Dine-out,Asian Cuisine
cake dilim,Yes,No,3.7,0,Old Airport Road,Bakery,500.0,Desserts,Fusion & Miscellaneous
kadamba foodline,Yes,No,3.7,33,Ulsoor,Quick Bites,400.0,Delivery,North Indian Cuisine
siddique kabab centre,Yes,No,3.1,68,Jayanagar,Quick Bites,550.0,Delivery,North Indian Cuisine
pulla reddy sweets,No,No,3.7,28,Whitefield,Others,250.0,Desserts,Fusion & Miscellaneous
basmati delights,Yes,No,4.0,41,BTM,Delivery,500.0,Delivery,North Indian Cuisine
haji ali juice centre,Yes,No,4.1,79,Commercial Street,Others,350.0,Delivery,Western Cuisine
sotally tober,No,Yes,4.4,41,Koramangala 4th Block,Others,400.0,Drinks & nightlife,Asian Cuisine
lassi corner,Yes,No,3.7,107,Basavanagudi,Beverage Shop,150.0,Delivery,Desserts & Beverages
ultra biriyani paradise,No,No,3.3,9,Shanti Nagar,Quick Bites,300.0,Delivery,Mughlai & Hyderabadi Cuisine
kc das,Yes,No,3.9,370,MG Road,Others,200.0,Delivery,Fusion/Contemporary Indian Cuisine
starbucks,No,No,4.1,108,Jayanagar,Cafe,700.0,Cafes,Desserts & Beverages
krispy kreme,Yes,No,4.0,47,Richmond Road,Dessert Parlor,300.0,Desserts,Desserts & Beverages
chugg,No,Yes,4.0,41,Church Street,Others,1100.0,Dine-out,North Indian Cuisine
lakeview milkbar,No,No,4.0,41,MG Road,Others,500.0,Cafes,Fast Food & Street Food
kanti's,No,No,3.4,28,Kaggadasapura,Others,300.0,Dine-out,Fusion/Contemporary Indian Cuisine
delhi sweets,No,No,3.1,10,JP Nagar,Quick Bites,100.0,Desserts,Fusion/Contemporary Indian Cuisine
chicken county grand,Yes,No,3.9,319,Bannerghatta Road,Casual Dining,650.0,Dine-out,North Indian Cuisine
soul treat,Yes,No,4.3,273,Sarjapur Road,Bakery,750.0,Desserts,Desserts & Beverages
shiva's bar and restaurant,No,No,3.7,0,BTM,Others,800.0,Pubs and bars,North Indian Cuisine
empire restaurant,Yes,No,4.0,41,Kammanahalli,Casual Dining,750.0,Delivery,North Indian Cuisine
goli vada pav no.1,No,No,3.4,7,MG Road,Quick Bites,200.0,Delivery,Fusion/Contemporary Indian Cuisine
melting melodies,Yes,No,3.7,0,Whitefield,Bakery,600.0,Delivery,Desserts & Beverages
dolphin bar,No,No,3.8,61,Frazer Town,Others,1000.0,Dine-out,North Indian Cuisine
cafe monarch luxur,No,No,3.8,23,Infantry Road,Casual Dining,800.0,Dine-out,North Indian Cuisine
donne biryani house,Yes,No,3.8,59,Malleshwaram,Quick Bites,300.0,Delivery,South Indian Cuisine
kannoor restaurant,Yes,No,3.1,18,BTM,Casual Dining,700.0,Delivery,North Indian Cuisine
sapid,No,No,3.7,0,Bannerghatta Road,Delivery,250.0,Delivery,North Indian Cuisine
china south,No,No,3.4,4,Brigade Road,Casual Dining,600.0,Dine-out,Asian Cuisine
foodiction,No,No,3.7,0,BTM,Quick Bites,500.0,Delivery,North Indian Cuisine
sethji home made food,Yes,No,3.5,229,Indiranagar,Quick Bites,350.0,Delivery,North Indian Cuisine
martino's,No,No,3.6,30,Koramangala 1st Block,Quick Bites,350.0,Dine-out,Western Cuisine
bib-breakfast in the box,Yes,No,3.7,0,Ulsoor,Quick Bites,600.0,Dine-out,Western Cuisine
the reservoire,No,Yes,4.6,41,Koramangala 5th Block,Others,400.0,Dine-out,North Indian Cuisine
soup station,Yes,No,3.7,11,Bannerghatta Road,Quick Bites,300.0,Dine-out,Western Cuisine
cariocake,No,No,3.9,56,JP Nagar,Bakery,350.0,Delivery,Desserts & Beverages
milano ice cream,No,No,4.5,197,Jayanagar,Dessert Parlor,400.0,Desserts,Desserts & Beverages
revoli hotel,No,No,3.2,22,Shanti Nagar,Casual Dining,450.0,Delivery,South Indian Cuisine
five star chicken,Yes,No,3.9,62,JP Nagar,Quick Bites,300.0,Delivery,Fast Food & Street Food
the underpass pub & grub,No,No,4.0,41,JP Nagar,Others,400.0,Dine-out,North Indian Cuisine
guntur's vandanam food zone,No,No,3.7,0,Koramangala 1st Block,Quick Bites,600.0,Dine-out,North Indian Cuisine
taj hotel,Yes,No,3.7,110,Shivajinagar,Casual Dining,550.0,Dine-out,North Indian Cuisine
delhi sweets,No,No,3.1,10,JP Nagar,Quick Bites,100.0,Desserts,Fusion/Contemporary Indian Cuisine
lounge 189,No,No,3.8,158,HSR,Others,400.0,Dine-out,Western Cuisine
dosa bazaar,Yes,No,4.0,113,JP Nagar,Quick Bites,200.0,Dine-out,South Indian Cuisine
midas touch,No,No,3.2,19,Brookefield,Bakery,300.0,Desserts,Fast Food & Street Food
barleyz,No,No,3.7,41,Koramangala 6th Block,Others,400.0,Buffet,North Indian Cuisine
the pipe rack,No,No,3.9,35,Kalyan Nagar,Casual Dining,700.0,Desserts,Fusion & Miscellaneous
cafe daily bread,No,No,3.7,128,Bellandur,Others,600.0,Desserts,Western Cuisine
